"Fecha","Usuario","CPU_Por","Memoria_Por","Proceso"
"210308-210901","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-210901","hdfs","0.0","0.0","python2.7"
"210308-210901","hue","5.7","6.0","python2.7"
"210308-210901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-210901","hue","0.0","0.0","python2.7"
"210308-210901","hue","0.0","0.0","python2.7"
"210308-210901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-210901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-210901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-210901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-211401","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-211401","hdfs","0.0","0.0","python2.7"
"210308-211401","hue","5.7","6.0","python2.7"
"210308-211401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-211401","hue","0.0","0.0","python2.7"
"210308-211401","hue","0.0","0.0","python2.7"
"210308-211401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-211401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-211401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-211401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-211901","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-211901","hdfs","0.0","0.0","python2.7"
"210308-211901","hue","5.7","6.0","python2.7"
"210308-211901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-211901","hue","0.0","0.0","python2.7"
"210308-211901","hue","0.0","0.0","python2.7"
"210308-211901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-211901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-211901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-211901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-212401","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-212401","hdfs","0.0","0.0","python2.7"
"210308-212401","hue","5.7","6.0","python2.7"
"210308-212401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-212401","hue","0.0","0.0","python2.7"
"210308-212401","hue","0.0","0.0","python2.7"
"210308-212401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-212401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-212401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-212401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-212901","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-212901","hdfs","0.0","0.0","python2.7"
"210308-212901","hue","5.7","6.0","python2.7"
"210308-212901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-212901","hue","0.0","0.0","python2.7"
"210308-212901","hue","0.0","0.0","python2.7"
"210308-212901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-212901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-212901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-212901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-213401","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-213401","hdfs","0.0","0.0","python2.7"
"210308-213401","hue","5.7","6.0","python2.7"
"210308-213401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-213401","hue","0.0","0.0","python2.7"
"210308-213401","hue","0.0","0.0","python2.7"
"210308-213401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-213401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-213401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-213401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-213901","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-213901","hdfs","0.0","0.0","python2.7"
"210308-213901","hue","5.7","6.0","python2.7"
"210308-213901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-213901","hue","0.0","0.0","python2.7"
"210308-213901","hue","0.0","0.0","python2.7"
"210308-213901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-213901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-213901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-213901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-214401","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-214401","hdfs","0.0","0.0","python2.7"
"210308-214401","hue","5.7","6.0","python2.7"
"210308-214401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-214401","hue","0.0","0.0","python2.7"
"210308-214401","hue","0.0","0.0","python2.7"
"210308-214401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-214401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-214401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-214401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-214901","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-214901","hdfs","0.0","0.0","python2.7"
"210308-214901","hue","5.7","6.0","python2.7"
"210308-214901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-214901","hue","0.0","0.0","python2.7"
"210308-214901","hue","0.0","0.0","python2.7"
"210308-214901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-214901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-214901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-214901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-215401","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-215401","hdfs","0.0","0.0","python2.7"
"210308-215401","hue","5.7","6.0","python2.7"
"210308-215401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-215401","hue","0.0","0.0","python2.7"
"210308-215401","hue","0.0","0.0","python2.7"
"210308-215401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-215401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-215401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-215401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-215901","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-215901","hdfs","0.0","0.0","python2.7"
"210308-215901","hue","5.7","6.0","python2.7"
"210308-215901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-215901","hue","0.0","0.0","python2.7"
"210308-215901","hue","0.0","0.0","python2.7"
"210308-215901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-215901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-215901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-215901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-220401","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-220401","hdfs","0.0","0.0","python2.7"
"210308-220401","hue","5.7","6.0","python2.7"
"210308-220401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-220401","hue","0.0","0.0","python2.7"
"210308-220401","hue","0.0","0.0","python2.7"
"210308-220401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-220401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-220401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-220401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-220901","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-220901","hdfs","0.0","0.0","python2.7"
"210308-220901","hue","5.7","6.0","python2.7"
"210308-220901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-220901","hue","0.0","0.0","python2.7"
"210308-220901","hue","0.0","0.0","python2.7"
"210308-220901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-220901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-220901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-220901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-221401","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-221401","hdfs","0.0","0.0","python2.7"
"210308-221401","hue","5.7","6.0","python2.7"
"210308-221401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-221401","hue","0.0","0.0","python2.7"
"210308-221401","hue","0.0","0.0","python2.7"
"210308-221401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-221401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-221401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-221401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-221901","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-221901","hdfs","0.0","0.0","python2.7"
"210308-221901","hue","5.7","6.0","python2.7"
"210308-221901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-221901","hue","0.0","0.0","python2.7"
"210308-221901","hue","0.0","0.0","python2.7"
"210308-221901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-221901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-221901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-221901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-222401","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-222401","hdfs","0.0","0.0","python2.7"
"210308-222401","hue","5.7","6.0","python2.7"
"210308-222401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-222401","hue","0.0","0.0","python2.7"
"210308-222401","hue","0.0","0.0","python2.7"
"210308-222401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-222401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-222401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-222401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-222901","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-222901","hdfs","0.0","0.0","python2.7"
"210308-222901","hue","5.7","6.0","python2.7"
"210308-222901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-222901","hue","0.0","0.0","python2.7"
"210308-222901","hue","0.0","0.0","python2.7"
"210308-222901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-222901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-222901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-222901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-223401","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-223401","hdfs","0.0","0.0","python2.7"
"210308-223401","hue","5.7","6.0","python2.7"
"210308-223401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-223401","hue","0.0","0.0","python2.7"
"210308-223401","hue","0.0","0.0","python2.7"
"210308-223401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-223401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-223401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-223401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-223901","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-223901","hdfs","0.0","0.0","python2.7"
"210308-223901","hue","5.7","6.0","python2.7"
"210308-223901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-223901","hue","0.0","0.0","python2.7"
"210308-223901","hue","0.0","0.0","python2.7"
"210308-223901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-223901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-223901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-223901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-224401","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-224401","hdfs","0.0","0.0","python2.7"
"210308-224401","hue","5.7","6.0","python2.7"
"210308-224401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-224401","hue","0.0","0.0","python2.7"
"210308-224401","hue","0.0","0.0","python2.7"
"210308-224401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-224401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-224401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-224401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-224901","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-224901","hdfs","0.0","0.0","python2.7"
"210308-224901","hue","5.7","6.0","python2.7"
"210308-224901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-224901","hue","0.0","0.0","python2.7"
"210308-224901","hue","0.0","0.0","python2.7"
"210308-224901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-224901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-224901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-224901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-225401","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-225401","hdfs","0.0","0.0","python2.7"
"210308-225401","hue","5.7","6.0","python2.7"
"210308-225401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-225401","hue","0.0","0.0","python2.7"
"210308-225401","hue","0.0","0.0","python2.7"
"210308-225401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-225401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-225401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-225401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-225901","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-225901","hdfs","0.0","0.0","python2.7"
"210308-225901","hue","5.7","6.0","python2.7"
"210308-225901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-225901","hue","0.0","0.0","python2.7"
"210308-225901","hue","0.0","0.0","python2.7"
"210308-225901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-225901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-225901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-225901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-230401","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-230401","hdfs","0.0","0.0","python2.7"
"210308-230401","hue","5.7","6.0","python2.7"
"210308-230401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-230401","hue","0.0","0.0","python2.7"
"210308-230401","hue","0.0","0.0","python2.7"
"210308-230401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-230401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-230401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-230401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-230901","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-230901","hdfs","0.0","0.0","python2.7"
"210308-230901","hue","5.7","6.0","python2.7"
"210308-230901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-230901","hue","0.0","0.0","python2.7"
"210308-230901","hue","0.0","0.0","python2.7"
"210308-230901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-230901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-230901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-230901","hue","0.0","0.0","/usr/sbin/httpd"
"210308-231401","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210308-231401","hdfs","0.0","0.0","python2.7"
"210308-231401","hue","5.7","6.0","python2.7"
"210308-231401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-231401","hue","0.0","0.0","python2.7"
"210308-231401","hue","0.0","0.0","python2.7"
"210308-231401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-231401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-231401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-231401","hue","0.0","0.0","/usr/sbin/httpd"
"210308-231901","hdfs","0.3","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
